time,Historical,Dry,Drought,Variable,Rain Season extend a month,Rain Season shorten a month,Demand
Apr-19,1252.764036,1002.211229,626.382018,1437.242443,1127.487632,1354.894514,94964.52174
May-19,817.0438251,653.6350601,408.5219126,914.3781901,735.3394426,408.5219126,135653.2273
Jun-19,438.5030159,350.8024127,219.2515079,460.129219,890.1857768,438.5030159,176285.9231
Jul-19,181.9613268,145.5690615,90.98066341,152.2791922,181.9613268,181.9613268,246166.2414
Aug-19,159.0859959,127.2687967,79.54299795,124.8287951,159.0859959,159.0859959,208030.6552
Sep-19,137.1091758,109.6873406,68.55458789,98.45661095,137.1091758,137.1091758,138451.6552
Oct-19,133.6837274,106.9469819,66.84186369,94.34607286,133.6837274,133.6837274,112330.7037
Nov-19,115.5885532,92.47084256,57.7942766,72.63186383,115.5885532,115.5885532,110299.152
Dec-19,337.7845187,270.2276149,168.8922593,339.2670224,337.7845187,337.7845187,93928.69259
Jan-20,264.3644849,211.4915879,132.1822425,251.1629819,237.9280364,292.9953427,74079.46154
Feb-20,147.2903146,117.8322517,73.64515728,110.6739775,132.5612831,175.9211724,73654.75
Mar-20,140.9590862,112.767269,70.47954312,103.0765035,126.8631776,169.589944,96778.56522
Apr-20,312.1620852,249.7296682,156.0810426,308.5201023,280.9458767,340.792943,94964.52174
May-20,229.0468623,183.2374898,114.5234311,208.7818347,206.1421761,114.5234312,135653.2273
Jun-20,121.281105,97.02488398,60.64055249,79.46292597,230.6633883,121.281105,176285.9231
Jul-20,104.7449363,83.79594901,52.37246813,59.61952352,104.7449363,104.7449363,246166.2414
Aug-20,113.3333506,90.6666805,56.66667531,69.92562075,113.3333506,113.3333506,208030.6552
Sep-20,110.6477356,88.51818848,55.3238678,66.70288272,110.6477356,110.6477356,138451.6552
Oct-20,95.78759694,76.63007755,47.89379847,48.87071633,95.78759694,95.78759694,112330.7037
Nov-20,61.9099717,49.52797736,30.95498585,8.217566042,61.9099717,61.9099717,110299.152
Dec-20,71.6626815,57.3301452,35.83134075,19.9208178,71.6626815,71.6626815,93928.69259
Jan-21,98.41370794,78.73096635,49.20685397,52.02204953,88.57233715,111.6045108,74079.46154
Feb-21,167.4125926,133.930074,83.70629628,134.8207111,150.6713333,180.6033954,73654.75
Mar-21,159.0264919,127.2211935,79.51324594,124.7573903,143.1238427,172.2172947,96778.56522
Apr-21,160.7659929,128.6127943,80.38299645,126.8447915,144.6893936,173.9567957,94964.52174
May-21,105.5264225,84.42113797,52.76321123,60.55730696,94.97378025,52.76321125,135653.2273
Jun-21,70.11359336,56.09087469,35.05679668,18.06191204,139.2281141,70.11359336,176285.9231
Jul-21,85.40414448,68.32331558,42.70207224,36.41057337,85.40414448,85.40414448,246166.2414
Aug-21,74.29077596,59.43262077,37.14538798,23.07453115,74.29077596,74.29077596,208030.6552
Sep-21,83.71819708,66.97455767,41.85909854,34.3874365,83.71819708,83.71819708,138451.6552
Oct-21,306.1700299,244.9360239,153.0850149,301.3296358,306.1700299,306.1700299,112330.7037
Nov-21,155.1646806,124.1317445,77.58234031,120.1232167,155.1646806,155.1646806,110299.152
Dec-21,338.3180714,270.6544571,169.1590357,339.9072857,338.3180714,338.3180714,93928.69259
Jan-22,326.0304901,260.8243921,163.0152451,325.1621882,293.4274411,353.7603578,74079.46154
Feb-22,198.1821242,158.5456994,99.0910621,171.744149,178.3639118,225.9119919,73654.75
Mar-22,234.2455306,187.3964245,117.1227653,215.0202368,210.8209775,261.9753983,96778.56522
Apr-22,339.228483,271.3827864,169.6142415,340.9997796,305.3056347,366.9583507,94964.52174
May-22,221.8389413,177.471153,110.9194707,200.1323296,199.6550472,110.9194707,135653.2273
Jun-22,132.0473667,105.6378933,66.02368334,92.38244001,263.9999236,132.0473667,176285.9231
Jul-22,139.1680151,111.3344121,69.58400754,100.9272181,139.1680151,139.1680151,246166.2414
Aug-22,139.0172715,111.2138172,69.50863577,100.7463259,139.0172715,139.0172715,208030.6552
Sep-22,124.6529998,99.72239981,62.32649988,83.50919971,124.6529998,124.6529998,138451.6552
Oct-22,78.4957271,62.79658168,39.24786355,28.12047252,78.4957271,78.4957271,112330.7037
Nov-22,92.03289293,73.62631434,46.01644646,44.36507151,92.03289293,92.03289293,110299.152
Dec-22,371.0512359,296.8409887,185.525618,379.1870831,371.0512359,371.0512359,93928.69259
Jan-23,1057.446039,845.9568312,528.7230195,1202.860847,951.7014351,1189.454976,74079.46154
Feb-23,320.6533097,256.5226477,160.3266548,318.7095716,288.5879787,452.6622467,73654.75
Mar-23,1214.009064,971.2072513,607.0045321,1390.736477,1092.608158,1346.018001,96778.56522
Apr-23,1087.927968,870.3423742,543.9639839,1239.439161,979.1351712,1219.936905,94964.52174
May-23,1056.071496,844.8571968,528.035748,1201.211395,950.4643464,528.035748,135653.2273
Jun-23,466.6861058,373.3488847,233.3430529,493.948927,940.2968935,466.6861058,176285.9231
Jul-23,203.2419498,162.5935599,101.6209749,177.8159398,203.2419498,203.2419498,246166.2414
Aug-23,166.226479,132.9811832,83.11323949,133.3973748,166.226479,166.226479,208030.6552
Sep-23,198.134521,158.5076168,99.06726049,171.6870252,198.134521,198.134521,138451.6552
Oct-23,91.69570345,73.35656276,45.84785172,43.96044414,91.69570345,91.69570345,112330.7037
Nov-23,122.3878799,97.91030388,61.19393993,80.79105582,122.3878799,122.3878799,110299.152
Dec-23,257.2815224,205.8252179,128.6407612,242.6634269,257.2815224,257.2815224,93928.69259
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
